,beta,SNR,n_iter,n_hidden,accuracy,recall,precision,F1_score
0,-2.0,-2.0,15.0,6.0,0.7611111111111111,0.7611111111111111,0.8888888888888888,0.6946946946946947
1,-2.0,-1.0,15.0,6.0,0.7777777777777778,0.7777777777777778,0.8730517848164908,0.6974414027554124
2,-2.0,0.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
3,-2.0,1.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
4,-2.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
5,-2.0,3.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
6,-2.0,4.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
7,-2.0,5.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
8,-2.0,6.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
9,-2.0,7.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
10,-2.0,8.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
11,-2.0,9.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
12,-1.0,-2.0,15.0,6.0,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7037037037037036
13,-1.0,-1.0,15.0,6.0,0.7777777777777778,0.7777777777777778,0.8850223850223851,0.7022491693843492
14,-1.0,0.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
15,-1.0,1.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
16,-1.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
17,-1.0,3.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
18,-1.0,4.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
19,-1.0,5.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
20,-1.0,6.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
21,-1.0,7.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
22,-1.0,8.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
23,-1.0,9.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
24,0.0,-2.0,15.0,6.0,0.7555555555555555,0.7555555555555555,0.8689653426495532,0.6815905788448379
25,0.0,-1.0,15.0,6.0,0.8,0.8,0.8829940188635842,0.741674787051985
26,0.0,0.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
27,0.0,1.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
28,0.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
29,0.0,3.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
30,0.0,4.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
31,0.0,5.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
32,0.0,6.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
33,0.0,7.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
34,0.0,8.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
35,0.0,9.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
36,1.0,-2.0,15.0,6.0,0.15555555555555556,0.15555555555555556,0.9194847020933977,0.1252558880523924
37,1.0,-1.0,15.0,6.0,0.25,0.25,0.9213675213675213,0.2245098039215686
38,1.0,0.0,15.0,6.0,0.3111111111111111,0.3111111111111111,0.9140612473945808,0.2651877350672531
39,1.0,1.0,15.0,6.0,0.35555555555555557,0.35555555555555557,0.8632996632996633,0.3097598665113021
40,1.0,2.0,15.0,6.0,0.4722222222222222,0.4722222222222222,0.8870961386918834,0.4409201662933006
41,1.0,3.0,15.0,6.0,0.5611111111111111,0.5611111111111111,0.9012345679012346,0.5169995696311486
42,1.0,4.0,15.0,6.0,0.7055555555555556,0.7055555555555556,0.9161033897876002,0.7119516252830329
43,1.0,5.0,15.0,6.0,0.8111111111111111,0.8111111111111111,0.9134354295644618,0.7908929711182527
44,1.0,6.0,15.0,6.0,0.8555555555555555,0.8555555555555555,0.9372674109516215,0.8303931062551753
45,1.0,7.0,15.0,6.0,0.8611111111111112,0.8611111111111112,0.9444444444444444,0.835978835978836
46,1.0,8.0,15.0,6.0,0.8611111111111112,0.8611111111111112,0.9444444444444444,0.835978835978836
47,1.0,9.0,15.0,6.0,0.8611111111111112,0.8611111111111112,0.9444444444444444,0.835978835978836
48,2.0,-2.0,15.0,6.0,0.06666666666666667,0.06666666666666667,0.7290123456790124,0.07786485545106235
49,2.0,-1.0,15.0,6.0,0.027777777777777776,0.027777777777777776,0.7296296296296295,0.04652680652680653
50,2.0,0.0,15.0,6.0,0.03333333333333333,0.03333333333333333,0.7525252525252525,0.05180840664711632
51,2.0,1.0,15.0,6.0,0.07777777777777778,0.07777777777777778,0.9377777777777778,0.08510501843835178
52,2.0,2.0,15.0,6.0,0.12777777777777777,0.12777777777777777,0.9308641975308641,0.11632071632071632
53,2.0,3.0,15.0,6.0,0.15555555555555556,0.15555555555555556,0.9241622574955909,0.1297379996175177
54,2.0,4.0,15.0,6.0,0.2777777777777778,0.2777777777777778,0.8130511463844797,0.2782503075167988
55,2.0,5.0,15.0,6.0,0.39444444444444443,0.39444444444444443,0.84992784992785,0.38251068288261925
56,2.0,6.0,15.0,6.0,0.5333333333333333,0.5333333333333333,0.8687557122339731,0.5361349894193631
57,2.0,7.0,15.0,6.0,0.6277777777777778,0.6277777777777778,0.921882907752473,0.6395111964825972
58,2.0,8.0,15.0,6.0,0.7611111111111111,0.7611111111111111,0.9405779405779406,0.7758612746056498
59,2.0,9.0,15.0,6.0,0.8388888888888889,0.8388888888888889,0.9473684210526316,0.8378213636834327
