,beta,SNR,n_iter,n_hidden,accuracy,recall,precision,F1_score
0,-2.0,-2.0,15.0,6.0,0.0,0.0,1.0,0.0
1,-2.0,-1.0,15.0,6.0,0.0,0.0,1.0,0.0
2,-2.0,0.0,15.0,6.0,0.0,0.0,1.0,0.0
3,-2.0,1.0,15.0,6.0,0.0,0.0,1.0,0.0
4,-2.0,2.0,15.0,6.0,0.0,0.0,1.0,0.0
5,-2.0,3.0,15.0,6.0,0.1111111111111111,0.1111111111111111,1.0,0.1111111111111111
6,-2.0,4.0,15.0,6.0,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444
7,-2.0,5.0,15.0,6.0,0.5222222222222223,0.5222222222222223,0.9346405228758171,0.5020576131687242
8,-2.0,6.0,15.0,6.0,0.8222222222222222,0.8222222222222222,0.9605734767025089,0.8199291505579538
9,-2.0,7.0,15.0,6.0,0.9944444444444445,0.9944444444444445,1.0,0.9971509971509972
10,-2.0,8.0,15.0,6.0,1.0,1.0,1.0,1.0
11,-2.0,9.0,15.0,6.0,1.0,1.0,1.0,1.0
12,-1.0,-2.0,15.0,6.0,0.0,0.0,1.0,0.0
13,-1.0,-1.0,15.0,6.0,0.0,0.0,1.0,0.0
14,-1.0,0.0,15.0,6.0,0.0,0.0,1.0,0.0
15,-1.0,1.0,15.0,6.0,0.0,0.0,1.0,0.0
16,-1.0,2.0,15.0,6.0,0.005555555555555556,0.005555555555555556,1.0,0.010582010582010581
17,-1.0,3.0,15.0,6.0,0.10555555555555556,0.10555555555555556,1.0,0.10826210826210825
18,-1.0,4.0,15.0,6.0,0.11666666666666667,0.11666666666666667,1.0,0.1216931216931217
19,-1.0,5.0,15.0,6.0,0.4388888888888889,0.4388888888888889,1.0,0.4415954415954416
20,-1.0,6.0,15.0,6.0,0.5166666666666667,0.5166666666666667,0.9354838709677419,0.5010893246187363
21,-1.0,7.0,15.0,6.0,0.9611111111111111,0.9611111111111111,0.9947089947089947,0.9757189513287073
22,-1.0,8.0,15.0,6.0,1.0,1.0,1.0,1.0
23,-1.0,9.0,15.0,6.0,1.0,1.0,1.0,1.0
24,0.0,-2.0,15.0,6.0,0.38333333333333336,0.38333333333333336,0.7305398305398305,0.3004278812974465
25,0.0,-1.0,15.0,6.0,0.43333333333333335,0.43333333333333335,0.7355419132422617,0.3235447334417916
26,0.0,0.0,15.0,6.0,0.4444444444444444,0.4444444444444444,0.7305657305657306,0.32397563291872233
27,0.0,1.0,15.0,6.0,0.48333333333333334,0.48333333333333334,0.774096228529726,0.36422012444269175
28,0.0,2.0,15.0,6.0,0.5666666666666667,0.5666666666666667,0.8148897885739991,0.45012805540188916
29,0.0,3.0,15.0,6.0,0.7055555555555556,0.7055555555555556,0.8752620545073376,0.6370144878516263
30,0.0,4.0,15.0,6.0,0.7777777777777778,0.7777777777777778,0.8900112233445567,0.7290564373897708
31,0.0,5.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
32,0.0,6.0,15.0,6.0,1.0,1.0,1.0,1.0
33,0.0,7.0,15.0,6.0,1.0,1.0,1.0,1.0
34,0.0,8.0,15.0,6.0,0.9944444444444445,0.9944444444444445,0.9947089947089947,0.9944409700507262
35,0.0,9.0,15.0,6.0,0.9944444444444445,0.9944444444444445,0.9947089947089947,0.9944409700507262
36,1.0,-2.0,15.0,6.0,0.5888888888888889,0.5888888888888889,0.8553981937602627,0.5662464233892806
37,1.0,-1.0,15.0,6.0,0.8222222222222222,0.8222222222222222,0.904021904021904,0.789174364033121
38,1.0,0.0,15.0,6.0,0.8833333333333333,0.8833333333333333,0.9391534391534391,0.8462928219025779
39,1.0,1.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
40,1.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
41,1.0,3.0,15.0,6.0,0.9055555555555556,0.9055555555555556,0.9489489489489489,0.8847359945758114
42,1.0,4.0,15.0,6.0,0.9166666666666666,0.9166666666666666,0.9523809523809524,0.9030303030303031
43,1.0,5.0,15.0,6.0,0.9333333333333333,0.9333333333333333,0.9583333333333334,0.9267399267399267
44,1.0,6.0,15.0,6.0,0.9722222222222222,0.9722222222222222,0.9777777777777777,0.9717813051146383
45,1.0,7.0,15.0,6.0,0.95,0.95,0.9655172413793104,0.9473337722185649
46,1.0,8.0,15.0,6.0,0.9777777777777777,0.9777777777777777,0.9814814814814816,0.9775533108866442
47,1.0,9.0,15.0,6.0,0.9777777777777777,0.9777777777777777,0.9814814814814816,0.9775533108866442
48,2.0,-2.0,15.0,6.0,0.2,0.2,0.8299663299663299,0.2593185127140984
49,2.0,-1.0,15.0,6.0,0.45,0.45,0.9110259684972328,0.5035210018614822
50,2.0,0.0,15.0,6.0,0.6222222222222222,0.6222222222222222,0.9095336336715648,0.6452029065269483
51,2.0,1.0,15.0,6.0,0.7722222222222223,0.7722222222222223,0.9327485380116959,0.7622432148747937
52,2.0,2.0,15.0,6.0,0.8611111111111112,0.8611111111111112,0.9321733821733822,0.8323783275688151
53,2.0,3.0,15.0,6.0,0.8833333333333333,0.8833333333333333,0.9444444444444444,0.849002849002849
54,2.0,4.0,15.0,6.0,0.9,0.9,0.9473684210526316,0.8746081504702194
55,2.0,5.0,15.0,6.0,0.9055555555555556,0.9055555555555556,0.9489489489489489,0.8847359945758114
56,2.0,6.0,15.0,6.0,0.9055555555555556,0.9055555555555556,0.9489489489489489,0.8847359945758114
57,2.0,7.0,15.0,6.0,0.9277777777777778,0.9277777777777778,0.9562289562289562,0.9192483888500659
58,2.0,8.0,15.0,6.0,0.9277777777777778,0.9277777777777778,0.9562289562289562,0.9192483888500659
59,2.0,9.0,15.0,6.0,0.9222222222222223,0.9222222222222223,0.9542483660130718,0.9113643558088002
