,beta,SNR,n_iter,n_hidden,accuracy,recall,precision,F1_score
0,-2.0,-2.0,15.0,6.0,0.5666666666666667,0.5666666666666667,0.8618233618233618,0.4788953857276838
1,-2.0,-1.0,15.0,6.0,0.7222222222222222,0.7222222222222222,0.8777777777777778,0.656084656084656
2,-2.0,0.0,15.0,6.0,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7037037037037036
3,-2.0,1.0,15.0,6.0,0.8111111111111111,0.8111111111111111,0.8816707378798883,0.7564511125776123
4,-2.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
5,-2.0,3.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
6,-2.0,4.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
7,-2.0,5.0,15.0,6.0,0.9444444444444444,0.9444444444444444,0.9558404558404558,0.9383691992387644
8,-2.0,6.0,15.0,6.0,0.9833333333333333,0.9833333333333333,0.9855072463768116,0.983239053006495
9,-2.0,7.0,15.0,6.0,0.9944444444444445,0.9944444444444445,0.9947089947089947,0.9944409700507262
10,-2.0,8.0,15.0,6.0,0.9944444444444445,0.9944444444444445,0.9947089947089947,0.9944409700507262
11,-2.0,9.0,15.0,6.0,0.9944444444444445,0.9944444444444445,0.9947089947089947,0.9944409700507262
12,-1.0,-2.0,15.0,6.0,0.36666666666666664,0.36666666666666664,0.6355311355311355,0.28820525594719143
13,-1.0,-1.0,15.0,6.0,0.5444444444444444,0.5444444444444444,0.7496570644718793,0.44571380214944567
14,-1.0,0.0,15.0,6.0,0.7444444444444445,0.7444444444444445,0.8816425120772948,0.6773618538324421
15,-1.0,1.0,15.0,6.0,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7037037037037036
16,-1.0,2.0,15.0,6.0,0.8833333333333333,0.8833333333333333,0.924867724867725,0.8406811496242391
17,-1.0,3.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9405779405779406,0.8503973175324973
18,-1.0,4.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
19,-1.0,5.0,15.0,6.0,0.9722222222222222,0.9722222222222222,0.9761904761904763,0.971315946925703
20,-1.0,6.0,15.0,6.0,0.9888888888888889,0.9888888888888889,0.98989898989899,0.9888610414926206
21,-1.0,7.0,15.0,6.0,1.0,1.0,1.0,1.0
22,-1.0,8.0,15.0,6.0,1.0,1.0,1.0,1.0
23,-1.0,9.0,15.0,6.0,0.9944444444444445,0.9944444444444445,0.9947089947089947,0.9944409700507262
24,0.0,-2.0,15.0,6.0,0.35,0.35,0.6375661375661376,0.23567216590472403
25,0.0,-1.0,15.0,6.0,0.42777777777777776,0.42777777777777776,0.6792328042328042,0.3323274528647452
26,0.0,0.0,15.0,6.0,0.5777777777777777,0.5777777777777777,0.7139479905437351,0.49198938510445495
