,beta,SNR,n_iter,n_hidden,accuracy,recall,precision,F1_score
0,-2.0,-2.0,15.0,6.0,0.5555555555555556,0.5555555555555556,0.8243464052287581,0.4322714322714323
1,-2.0,-1.0,15.0,6.0,0.6666666666666666,0.6666666666666666,0.8407407407407407,0.5597883597883597
2,-2.0,0.0,15.0,6.0,0.6666666666666666,0.6666666666666666,0.7932890155112378,0.6011228619924273
3,-2.0,1.0,15.0,6.0,0.8777777777777778,0.8777777777777778,0.9314194577352471,0.8414522897281518
4,-2.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
5,-2.0,3.0,15.0,6.0,0.9,0.9,0.9473684210526316,0.8746081504702194
6,-2.0,4.0,15.0,6.0,0.9555555555555556,0.9555555555555556,0.9682539682539683,0.9537037037037036
7,-2.0,5.0,15.0,6.0,0.9777777777777777,0.9777777777777777,0.9814814814814816,0.9775533108866442
8,-2.0,6.0,15.0,6.0,0.9888888888888889,0.9888888888888889,0.98989898989899,0.9888610414926206
9,-2.0,7.0,15.0,6.0,0.9833333333333333,0.9833333333333333,0.9855072463768116,0.983239053006495
10,-2.0,8.0,15.0,6.0,0.9666666666666667,0.9666666666666667,0.9743589743589743,0.9658994032395567
11,-2.0,9.0,15.0,6.0,0.9555555555555556,0.9555555555555556,0.9682539682539683,0.9537037037037036
12,-1.0,-2.0,15.0,6.0,0.4388888888888889,0.4388888888888889,0.8026544644191703,0.29933893704579284
13,-1.0,-1.0,15.0,6.0,0.48333333333333334,0.48333333333333334,0.8062754855207686,0.3627027429516461
14,-1.0,0.0,15.0,6.0,0.6666666666666666,0.6666666666666666,0.8339618688455899,0.5702809211581142
15,-1.0,1.0,15.0,6.0,0.8611111111111112,0.8611111111111112,0.9142857142857141,0.8260381593714926
16,-1.0,2.0,15.0,6.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.8518518518518517
